iso3c,country_name,year,time,time_unit,deaths
ALB,Albania,2015,1,monthly,2490
ALB,Albania,2015,2,monthly,2139
ALB,Albania,2015,3,monthly,2051
ALB,Albania,2015,4,monthly,1906
ALB,Albania,2015,5,monthly,1709
ALB,Albania,2015,6,monthly,1561
ALB,Albania,2015,7,monthly,2008
ALB,Albania,2015,8,monthly,1687
ALB,Albania,2015,9,monthly,1569
ALB,Albania,2015,10,monthly,1560
ALB,Albania,2015,11,monthly,1728
ALB,Albania,2015,12,monthly,2010
ALB,Albania,2016,1,monthly,2065
ALB,Albania,2016,2,monthly,1905
ALB,Albania,2016,3,monthly,1910
ALB,Albania,2016,4,monthly,1652
ALB,Albania,2016,5,monthly,1716
ALB,Albania,2016,6,monthly,1678
ALB,Albania,2016,7,monthly,1643
ALB,Albania,2016,8,monthly,1578
ALB,Albania,2016,9,monthly,1459
ALB,Albania,2016,10,monthly,1743
ALB,Albania,2016,11,monthly,1855
ALB,Albania,2016,12,monthly,2184
ALB,Albania,2017,1,monthly,3129
ALB,Albania,2017,2,monthly,1845
ALB,Albania,2017,3,monthly,1817
ALB,Albania,2017,4,monthly,1665
ALB,Albania,2017,5,monthly,1660
ALB,Albania,2017,6,monthly,1605
ALB,Albania,2017,7,monthly,1788
ALB,Albania,2017,8,monthly,1833
ALB,Albania,2017,9,monthly,1482
ALB,Albania,2017,10,monthly,1679
ALB,Albania,2017,11,monthly,1716
ALB,Albania,2017,12,monthly,2013
ALB,Albania,2018,1,monthly,2158
ALB,Albania,2018,2,monthly,2013
ALB,Albania,2018,3,monthly,2136
ALB,Albania,2018,4,monthly,1828
ALB,Albania,2018,5,monthly,1664
ALB,Albania,2018,6,monthly,1576
ALB,Albania,2018,7,monthly,1641
ALB,Albania,2018,8,monthly,1709
ALB,Albania,2018,9,monthly,1621
ALB,Albania,2018,10,monthly,1668
ALB,Albania,2018,11,monthly,1730
ALB,Albania,2018,12,monthly,2060
ALB,Albania,2019,1,monthly,2397
ALB,Albania,2019,2,monthly,1974
ALB,Albania,2019,3,monthly,1990
ALB,Albania,2019,4,monthly,1687
ALB,Albania,2019,5,monthly,1744
ALB,Albania,2019,6,monthly,1718
ALB,Albania,2019,7,monthly,1744
ALB,Albania,2019,8,monthly,1734
ALB,Albania,2019,9,monthly,1528
ALB,Albania,2019,10,monthly,1673
ALB,Albania,2019,11,monthly,1792
ALB,Albania,2019,12,monthly,1956
ALB,Albania,2020,1,monthly,2187
ALB,Albania,2020,2,monthly,2018
ALB,Albania,2020,3,monthly,1993
ALB,Albania,2020,4,monthly,1804
ALB,Albania,2020,5,monthly,1803
ALB,Albania,2020,6,monthly,1779
ALB,Albania,2020,7,monthly,2166
ALB,Albania,2020,8,monthly,2476
ALB,Albania,2020,9,monthly,1982
ALB,Albania,2020,10,monthly,2403
ALB,Albania,2020,11,monthly,3854
ALB,Albania,2020,12,monthly,3140
ALB,Albania,2021,1,monthly,3002
ALB,Albania,2021,2,monthly,3773
ALB,Albania,2021,3,monthly,3447
ALB,Albania,2021,4,monthly,2419
ALB,Albania,2021,5,monthly,1874
ALB,Albania,2021,6,monthly,1822
ALB,Albania,2021,7,monthly,1820
ALB,Albania,2021,8,monthly,2080
ALB,Albania,2021,9,monthly,2506
ALB,Albania,2021,10,monthly,2559
ALB,Albania,2021,11,monthly,2506
ALB,Albania,2021,12,monthly,2772
ALB,Albania,2022,1,monthly,3302
ALB,Albania,2022,2,monthly,2774
ALB,Albania,2022,3,monthly,2043
ALB,Albania,2022,4,monthly,1711
ALB,Albania,2022,5,monthly,1682
ALB,Albania,2022,6,monthly,1673
ALB,Albania,2022,7,monthly,1991
ALB,Albania,2022,8,monthly,1907
ALB,Albania,2022,9,monthly,1531
ALB,Albania,2022,10,monthly,1672
ALB,Albania,2022,11,monthly,1686
ALB,Albania,2022,12,monthly,2026
ALB,Albania,2023,1,monthly,2173
ALB,Albania,2023,2,monthly,1899
ALB,Albania,2023,3,monthly,1767
ALB,Albania,2023,4,monthly,1668
ALB,Albania,2023,5,monthly,1696
ALB,Albania,2023,6,monthly,1586
ALB,Albania,2023,7,monthly,2000
ALB,Albania,2023,8,monthly,1719
ALB,Albania,2023,9,monthly,1619
ALB,Albania,2023,10,monthly,1660
ALB,Albania,2023,11,monthly,1675
ALB,Albania,2023,12,monthly,1824
ALB,Albania,2024,1,monthly,2170
ALB,Albania,2024,2,monthly,1950
ALB,Albania,2024,3,monthly,1417
ALB,Albania,2024,4,monthly,1693
ALB,Albania,2024,5,monthly,1677
ALB,Albania,2024,6,monthly,1644
DZA,Algeria,2018,1,monthly,16409.1
DZA,Algeria,2018,2,monthly,15409.1
DZA,Algeria,2018,3,monthly,15227.3
DZA,Algeria,2018,4,monthly,14181.8
DZA,Algeria,2018,5,monthly,14159.1
DZA,Algeria,2018,6,monthly,13613.6
DZA,Algeria,2018,7,monthly,14704.5
DZA,Algeria,2018,8,monthly,14477.3
DZA,Algeria,2018,9,monthly,13500
DZA,Algeria,2018,10,monthly,14727.3
DZA,Algeria,2018,11,monthly,14909.1
DZA,Algeria,2018,12,monthly,15818.2
DZA,Algeria,2019,1,monthly,17783.6
DZA,Algeria,2019,2,monthly,15330.7
DZA,Algeria,2019,3,monthly,15366.7
DZA,Algeria,2019,4,monthly,14464.9
DZA,Algeria,2019,5,monthly,14464.9
DZA,Algeria,2019,6,monthly,14284.6
DZA,Algeria,2019,7,monthly,14753.5
DZA,Algeria,2019,8,monthly,14969.9
DZA,Algeria,2019,9,monthly,14032.1
DZA,Algeria,2019,10,monthly,14789.6
DZA,Algeria,2019,11,monthly,15042.1
DZA,Algeria,2019,12,monthly,16160.3
DZA,Algeria,2020,1,monthly,17733
DZA,Algeria,2020,2,monthly,15909
DZA,Algeria,2020,3,monthly,15951
DZA,Algeria,2020,4,monthly,15223
DZA,Algeria,2020,5,monthly,14596
DZA,Algeria,2020,6,monthly,18704
DZA,Algeria,2020,7,monthly,33940
DZA,Algeria,2020,8,monthly,23991
DZA,Algeria,2020,9,monthly,17393
DZA,Algeria,2020,10,monthly,19279
DZA,Algeria,2020,11,monthly,26916
DZA,Algeria,2020,12,monthly,21434
DZA,Algeria,2021,1,monthly,18263
DZA,Algeria,2021,2,monthly,14860
DZA,Algeria,2021,3,monthly,16320
DZA,Algeria,2021,4,monthly,15774
DZA,Algeria,2021,5,monthly,16564
DZA,Algeria,2021,6,monthly,17883
DZA,Algeria,2021,7,monthly,33658
DZA,Algeria,2021,8,monthly,46177
DZA,Algeria,2021,9,monthly,20701
DZA,Algeria,2021,10,monthly,17637
DZA,Algeria,2021,11,monthly,18333
DZA,Algeria,2021,12,monthly,22321
DZA,Algeria,2022,1,monthly,26226
DZA,Algeria,2022,2,monthly,21528
DZA,Algeria,2022,3,monthly,15696
DZA,Algeria,2022,4,monthly,14177
DZA,Algeria,2022,5,monthly,15181
DZA,Algeria,2022,6,monthly,14366
DZA,Algeria,2022,7,monthly,15868
DZA,Algeria,2022,8,monthly,16363
DZA,Algeria,2022,9,monthly,14476
DZA,Algeria,2022,10,monthly,15195
DZA,Algeria,2022,11,monthly,16492
DZA,Algeria,2022,12,monthly,17578
DZA,Algeria,2023,1,monthly,17886
DZA,Algeria,2023,2,monthly,15298
DZA,Algeria,2023,3,monthly,15630
DZA,Algeria,2023,4,monthly,14933
DZA,Algeria,2023,5,monthly,14791
DZA,Algeria,2023,6,monthly,14077
DZA,Algeria,2023,7,monthly,19710
DZA,Algeria,2023,8,monthly,15812
DZA,Algeria,2023,9,monthly,14633
DZA,Algeria,2023,10,monthly,15391
DZA,Algeria,2023,11,monthly,15731
DZA,Algeria,2023,12,monthly,18294
AND,Andorra,2015,1,monthly,22
AND,Andorra,2015,2,monthly,25
AND,Andorra,2015,3,monthly,29
AND,Andorra,2015,4,monthly,26
AND,Andorra,2015,5,monthly,26
AND,Andorra,2015,6,monthly,16
AND,Andorra,2015,7,monthly,27
AND,Andorra,2015,8,monthly,18
AND,Andorra,2015,9,monthly,25
AND,Andorra,2015,10,monthly,25
AND,Andorra,2015,11,monthly,16
AND,Andorra,2015,12,monthly,27
AND,Andorra,2016,1,monthly,27
AND,Andorra,2016,2,monthly,21
AND,Andorra,2016,3,monthly,31
AND,Andorra,2016,4,monthly,19
AND,Andorra,2016,5,monthly,22
AND,Andorra,2016,6,monthly,25
AND,Andorra,2016,7,monthly,32
AND,Andorra,2016,8,monthly,34
AND,Andorra,2016,9,monthly,16
AND,Andorra,2016,10,monthly,24
AND,Andorra,2016,11,monthly,24
AND,Andorra,2016,12,monthly,35
AND,Andorra,2017,1,monthly,49
AND,Andorra,2017,2,monthly,29
AND,Andorra,2017,3,monthly,39
AND,Andorra,2017,4,monthly,22
AND,Andorra,2017,5,monthly,17
AND,Andorra,2017,6,monthly,26
AND,Andorra,2017,7,monthly,17
AND,Andorra,2017,8,monthly,18
AND,Andorra,2017,9,monthly,23
AND,Andorra,2017,10,monthly,24
AND,Andorra,2017,11,monthly,29
AND,Andorra,2017,12,monthly,30
AND,Andorra,2018,1,monthly,38
AND,Andorra,2018,2,monthly,28
AND,Andorra,2018,3,monthly,36
AND,Andorra,2018,4,monthly,21
AND,Andorra,2018,5,monthly,16
AND,Andorra,2018,6,monthly,31
AND,Andorra,2018,7,monthly,23
AND,Andorra,2018,8,monthly,30
AND,Andorra,2018,9,monthly,30
AND,Andorra,2018,10,monthly,33
AND,Andorra,2018,11,monthly,24
AND,Andorra,2018,12,monthly,25
AND,Andorra,2019,1,monthly,29
AND,Andorra,2019,2,monthly,29
AND,Andorra,2019,3,monthly,19
AND,Andorra,2019,4,monthly,26
AND,Andorra,2019,5,monthly,19
AND,Andorra,2019,6,monthly,23
AND,Andorra,2019,7,monthly,30
AND,Andorra,2019,8,monthly,18
AND,Andorra,2019,9,monthly,24
AND,Andorra,2019,10,monthly,23
AND,Andorra,2019,11,monthly,30
AND,Andorra,2019,12,monthly,31
AND,Andorra,2020,1,monthly,34
AND,Andorra,2020,2,monthly,37
AND,Andorra,2020,3,monthly,40
AND,Andorra,2020,4,monthly,60
AND,Andorra,2020,5,monthly,36
AND,Andorra,2020,6,monthly,26
AND,Andorra,2020,7,monthly,29
AND,Andorra,2020,8,monthly,19
AND,Andorra,2020,9,monthly,27
AND,Andorra,2020,10,monthly,51
AND,Andorra,2020,11,monthly,19
AND,Andorra,2020,12,monthly,41
AND,Andorra,2021,1,monthly,52
AND,Andorra,2021,2,monthly,36
AND,Andorra,2021,3,monthly,26
AND,Andorra,2021,4,monthly,43
AND,Andorra,2021,5,monthly,32
AND,Andorra,2021,6,monthly,19
AND,Andorra,2021,7,monthly,29
AND,Andorra,2021,8,monthly,28
AND,Andorra,2021,9,monthly,26
AND,Andorra,2021,10,monthly,27
AND,Andorra,2021,11,monthly,26
AND,Andorra,2021,12,monthly,42
ATG,Antigua and Barbuda,2015,1,monthly,36
ATG,Antigua and Barbuda,2015,2,monthly,53
ATG,Antigua and Barbuda,2015,3,monthly,60
ATG,Antigua and Barbuda,2015,4,monthly,20
ATG,Antigua and Barbuda,2015,5,monthly,46
ATG,Antigua and Barbuda,2015,6,monthly,44
ATG,Antigua and Barbuda,2015,7,monthly,37
ATG,Antigua and Barbuda,2015,8,monthly,55
ATG,Antigua and Barbuda,2015,9,monthly,49
ATG,Antigua and Barbuda,2015,10,monthly,49
ATG,Antigua and Barbuda,2015,11,monthly,50
ATG,Antigua and Barbuda,2015,12,monthly,34
ATG,Antigua and Barbuda,2016,1,monthly,31
ATG,Antigua and Barbuda,2016,2,monthly,49
ATG,Antigua and Barbuda,2016,3,monthly,57
ATG,Antigua and Barbuda,2016,4,monthly,60
ATG,Antigua and Barbuda,2016,5,monthly,34
ATG,Antigua and Barbuda,2016,6,monthly,43
ATG,Antigua and Barbuda,2016,7,monthly,23
ATG,Antigua and Barbuda,2016,8,monthly,61
ATG,Antigua and Barbuda,2016,9,monthly,38
ATG,Antigua and Barbuda,2016,10,monthly,52
ATG,Antigua and Barbuda,2016,11,monthly,55
ATG,Antigua and Barbuda,2016,12,monthly,45
ATG,Antigua and Barbuda,2017,1,monthly,42
ATG,Antigua and Barbuda,2017,2,monthly,49
ATG,Antigua and Barbuda,2017,3,monthly,52
ATG,Antigua and Barbuda,2017,4,monthly,41
ATG,Antigua and Barbuda,2017,5,monthly,54
ATG,Antigua and Barbuda,2017,6,monthly,38
ATG,Antigua and Barbuda,2017,7,monthly,43
ATG,Antigua and Barbuda,2017,8,monthly,49
ATG,Antigua and Barbuda,2017,9,monthly,45
ATG,Antigua and Barbuda,2017,10,monthly,68
ATG,Antigua and Barbuda,2017,11,monthly,43
ATG,Antigua and Barbuda,2017,12,monthly,49
ATG,Antigua and Barbuda,2018,1,monthly,37
ATG,Antigua and Barbuda,2018,2,monthly,40
ATG,Antigua and Barbuda,2018,3,monthly,60
ATG,Antigua and Barbuda,2018,4,monthly,60
ATG,Antigua and Barbuda,2018,5,monthly,58
ATG,Antigua and Barbuda,2018,6,monthly,42
ATG,Antigua and Barbuda,2018,7,monthly,53
ATG,Antigua and Barbuda,2018,8,monthly,48
ATG,Antigua and Barbuda,2018,9,monthly,54
ATG,Antigua and Barbuda,2018,10,monthly,44
ATG,Antigua and Barbuda,2018,11,monthly,42
ATG,Antigua and Barbuda,2018,12,monthly,43
ATG,Antigua and Barbuda,2019,1,monthly,63
ATG,Antigua and Barbuda,2019,2,monthly,61
ATG,Antigua and Barbuda,2019,3,monthly,45
ATG,Antigua and Barbuda,2019,4,monthly,40
ATG,Antigua and Barbuda,2019,5,monthly,38
ATG,Antigua and Barbuda,2019,6,monthly,63
ATG,Antigua and Barbuda,2019,7,monthly,54
ATG,Antigua and Barbuda,2019,8,monthly,57
ATG,Antigua and Barbuda,2019,9,monthly,51
ATG,Antigua and Barbuda,2019,10,monthly,44
ATG,Antigua and Barbuda,2019,11,monthly,48
ATG,Antigua and Barbuda,2019,12,monthly,54
ATG,Antigua and Barbuda,2020,1,monthly,50
ATG,Antigua and Barbuda,2020,2,monthly,47
ATG,Antigua and Barbuda,2020,3,monthly,60
ATG,Antigua and Barbuda,2020,4,monthly,49
ATG,Antigua and Barbuda,2020,5,monthly,52
ATG,Antigua and Barbuda,2020,6,monthly,42
ATG,Antigua and Barbuda,2020,7,monthly,46
ATG,Antigua and Barbuda,2020,8,monthly,44
ATG,Antigua and Barbuda,2020,9,monthly,45
ATG,Antigua and Barbuda,2020,10,monthly,50
ATG,Antigua and Barbuda,2020,11,monthly,49
ATG,Antigua and Barbuda,2020,12,monthly,40
ATG,Antigua and Barbuda,2021,1,monthly,56
ATG,Antigua and Barbuda,2021,2,monthly,68
ATG,Antigua and Barbuda,2021,3,monthly,55
ATG,Antigua and Barbuda,2021,4,monthly,50
ATG,Antigua and Barbuda,2021,5,monthly,46
ATG,Antigua and Barbuda,2021,6,monthly,39
ATG,Antigua and Barbuda,2021,7,monthly,55
ATG,Antigua and Barbuda,2021,8,monthly,47
ATG,Antigua and Barbuda,2021,9,monthly,104
ATG,Antigua and Barbuda,2021,10,monthly,26
ATG,Antigua and Barbuda,2021,11,monthly,64
ATG,Antigua and Barbuda,2021,12,monthly,39
ARG,Argentina,2015,1,monthly,25724
ARG,Argentina,2015,2,monthly,22764
ARG,Argentina,2015,3,monthly,25164
ARG,Argentina,2015,4,monthly,25875
ARG,Argentina,2015,5,monthly,27609
ARG,Argentina,2015,6,monthly,29533
ARG,Argentina,2015,7,monthly,33409
ARG,Argentina,2015,8,monthly,31860
ARG,Argentina,2015,9,monthly,29948
ARG,Argentina,2015,10,monthly,28664
ARG,Argentina,2015,11,monthly,25670
ARG,Argentina,2015,12,monthly,27220
ARG,Argentina,2016,1,monthly,27659
ARG,Argentina,2016,2,monthly,25435
ARG,Argentina,2016,3,monthly,27029
ARG,Argentina,2016,4,monthly,27201
ARG,Argentina,2016,5,monthly,33224
ARG,Argentina,2016,6,monthly,36162
ARG,Argentina,2016,7,monthly,34485
ARG,Argentina,2016,8,monthly,31373
ARG,Argentina,2016,9,monthly,29634
ARG,Argentina,2016,10,monthly,27928
ARG,Argentina,2016,11,monthly,25703
ARG,Argentina,2016,12,monthly,26673
ARG,Argentina,2017,1,monthly,26822
ARG,Argentina,2017,2,monthly,23803
ARG,Argentina,2017,3,monthly,26173
ARG,Argentina,2017,4,monthly,25881
ARG,Argentina,2017,5,monthly,30080
ARG,Argentina,2017,6,monthly,37476
ARG,Argentina,2017,7,monthly,34822
ARG,Argentina,2017,8,monthly,30025
ARG,Argentina,2017,9,monthly,27326
ARG,Argentina,2017,10,monthly,28010
ARG,Argentina,2017,11,monthly,25239
ARG,Argentina,2017,12,monthly,26684
ARG,Argentina,2018,1,monthly,26128
ARG,Argentina,2018,2,monthly,23584
ARG,Argentina,2018,3,monthly,25722
ARG,Argentina,2018,4,monthly,25331
ARG,Argentina,2018,5,monthly,27721
ARG,Argentina,2018,6,monthly,31454
ARG,Argentina,2018,7,monthly,33674
ARG,Argentina,2018,8,monthly,33775
ARG,Argentina,2018,9,monthly,30052
ARG,Argentina,2018,10,monthly,27858
ARG,Argentina,2018,11,monthly,25617
ARG,Argentina,2018,12,monthly,26685
ARG,Argentina,2019,1,monthly,26359
ARG,Argentina,2019,2,monthly,23763
ARG,Argentina,2019,3,monthly,26092
ARG,Argentina,2019,4,monthly,25654
ARG,Argentina,2019,5,monthly,28458
ARG,Argentina,2019,6,monthly,31494
ARG,Argentina,2019,7,monthly,36110
ARG,Argentina,2019,8,monthly,32554
ARG,Argentina,2019,9,monthly,29577
ARG,Argentina,2019,10,monthly,28480
ARG,Argentina,2019,11,monthly,25785
ARG,Argentina,2019,12,monthly,26729
ARG,Argentina,2020,1,monthly,25870
ARG,Argentina,2020,2,monthly,24405
ARG,Argentina,2020,3,monthly,26072
ARG,Argentina,2020,4,monthly,24941
ARG,Argentina,2020,5,monthly,26927
ARG,Argentina,2020,6,monthly,28365
ARG,Argentina,2020,7,monthly,35340
ARG,Argentina,2020,8,monthly,37222
ARG,Argentina,2020,9,monthly,40543
ARG,Argentina,2020,10,monthly,40941
ARG,Argentina,2020,11,monthly,34895
ARG,Argentina,2020,12,monthly,32073
ARG,Argentina,2021,1,monthly,34758
ARG,Argentina,2021,2,monthly,29502
ARG,Argentina,2021,3,monthly,32075
ARG,Argentina,2021,4,monthly,40088
ARG,Argentina,2021,5,monthly,51642
ARG,Argentina,2021,6,monthly,51254
ARG,Argentina,2021,7,monthly,44049
ARG,Argentina,2021,8,monthly,37169
ARG,Argentina,2021,9,monthly,29466
ARG,Argentina,2021,10,monthly,29051
ARG,Argentina,2021,11,monthly,27263
ARG,Argentina,2021,12,monthly,29835
ARG,Argentina,2022,1,monthly,48452
ARG,Argentina,2022,2,monthly,34011
ARG,Argentina,2022,3,monthly,30818
ARG,Argentina,2022,4,monthly,30033
ARG,Argentina,2022,5,monthly,31995
ARG,Argentina,2022,6,monthly,35461
ARG,Argentina,2022,7,monthly,35978
ARG,Argentina,2022,8,monthly,32741
ARG,Argentina,2022,9,monthly,29831
ARG,Argentina,2022,10,monthly,29860
ARG,Argentina,2022,11,monthly,27919
ARG,Argentina,2022,12,monthly,30873
ARG,Argentina,2023,1,monthly,29839
ARG,Argentina,2023,2,monthly,24814
ARG,Argentina,2023,3,monthly,28194
ARG,Argentina,2023,4,monthly,28311
ARG,Argentina,2023,5,monthly,30004
ARG,Argentina,2023,6,monthly,32843
ARG,Argentina,2023,7,monthly,33572
ARG,Argentina,2023,8,monthly,31271
ARG,Argentina,2023,9,monthly,29711
ARG,Argentina,2023,10,monthly,28486
ARG,Argentina,2023,11,monthly,26839
ARG,Argentina,2023,12,monthly,29544
ARM,Armenia,2015,1,monthly,2582
ARM,Armenia,2015,2,monthly,2363
ARM,Armenia,2015,3,monthly,2763
ARM,Armenia,2015,4,monthly,2442
ARM,Armenia,2015,5,monthly,2197
ARM,Armenia,2015,6,monthly,2288
ARM,Armenia,2015,7,monthly,2176
ARM,Armenia,2015,8,monthly,2149
ARM,Armenia,2015,9,monthly,1949
ARM,Armenia,2015,10,monthly,2101
ARM,Armenia,2015,11,monthly,2349
ARM,Armenia,2015,12,monthly,2485
ARM,Armenia,2016,1,monthly,2722
ARM,Armenia,2016,2,monthly,2576
ARM,Armenia,2016,3,monthly,2349
ARM,Armenia,2016,4,monthly,2243
ARM,Armenia,2016,5,monthly,2247
ARM,Armenia,2016,6,monthly,2169
ARM,Armenia,2016,7,monthly,2103
ARM,Armenia,2016,8,monthly,2127
ARM,Armenia,2016,9,monthly,1891
ARM,Armenia,2016,10,monthly,2233
ARM,Armenia,2016,11,monthly,2476
ARM,Armenia,2016,12,monthly,2993
ARM,Armenia,2017,1,monthly,3027
ARM,Armenia,2017,2,monthly,2442
ARM,Armenia,2017,3,monthly,2568
ARM,Armenia,2017,4,monthly,2246
ARM,Armenia,2017,5,monthly,2323
ARM,Armenia,2017,6,monthly,2103
ARM,Armenia,2017,7,monthly,2063
ARM,Armenia,2017,8,monthly,2174
ARM,Armenia,2017,9,monthly,1712
ARM,Armenia,2017,10,monthly,2142
ARM,Armenia,2017,11,monthly,2263
ARM,Armenia,2017,12,monthly,2304
ARM,Armenia,2018,1,monthly,2534
ARM,Armenia,2018,2,monthly,2273
ARM,Armenia,2018,3,monthly,2215
ARM,Armenia,2018,4,monthly,1968
ARM,Armenia,2018,5,monthly,2220
ARM,Armenia,2018,6,monthly,1902
ARM,Armenia,2018,7,monthly,2347
ARM,Armenia,2018,8,monthly,1972
ARM,Armenia,2018,9,monthly,1704
ARM,Armenia,2018,10,monthly,2086
ARM,Armenia,2018,11,monthly,2317
ARM,Armenia,2018,12,monthly,2107
ARM,Armenia,2019,1,monthly,2773
ARM,Armenia,2019,2,monthly,2247
ARM,Armenia,2019,3,monthly,2353
ARM,Armenia,2019,4,monthly,2203
ARM,Armenia,2019,5,monthly,2285
ARM,Armenia,2019,6,monthly,1929
ARM,Armenia,2019,7,monthly,2069
ARM,Armenia,2019,8,monthly,1994
ARM,Armenia,2019,9,monthly,1802
ARM,Armenia,2019,10,monthly,2014
ARM,Armenia,2019,11,monthly,2179
ARM,Armenia,2019,12,monthly,2404
ARM,Armenia,2020,1,monthly,2567
ARM,Armenia,2020,2,monthly,2434
ARM,Armenia,2020,3,monthly,2288
ARM,Armenia,2020,4,monthly,2156
ARM,Armenia,2020,5,monthly,2103
ARM,Armenia,2020,6,monthly,2869
ARM,Armenia,2020,7,monthly,2719
ARM,Armenia,2020,8,monthly,2106
ARM,Armenia,2020,9,monthly,2042
ARM,Armenia,2020,10,monthly,3632
ARM,Armenia,2020,11,monthly,6060
ARM,Armenia,2020,12,monthly,4395
ARM,Armenia,2021,1,monthly,3013
ARM,Armenia,2021,2,monthly,2418
ARM,Armenia,2021,3,monthly,2836
ARM,Armenia,2021,4,monthly,3361
ARM,Armenia,2021,5,monthly,2633
ARM,Armenia,2021,6,monthly,2290
ARM,Armenia,2021,7,monthly,2247
ARM,Armenia,2021,8,monthly,2241
ARM,Armenia,2021,9,monthly,2559
ARM,Armenia,2021,10,monthly,3462
ARM,Armenia,2021,11,monthly,4577
ARM,Armenia,2021,12,monthly,3001
ARM,Armenia,2022,1,monthly,2676
ARM,Armenia,2022,2,monthly,3239
ARM,Armenia,2022,3,monthly,2679
ARM,Armenia,2022,4,monthly,1993
ARM,Armenia,2022,5,monthly,2100
ARM,Armenia,2022,6,monthly,1879
ARM,Armenia,2022,7,monthly,1869
ARM,Armenia,2022,8,monthly,2006
ARM,Armenia,2022,9,monthly,2045
ARM,Armenia,2022,10,monthly,1982
ARM,Armenia,2022,11,monthly,2055
ARM,Armenia,2022,12,monthly,2169
ARM,Armenia,2023,1,monthly,2495
ARM,Armenia,2023,2,monthly,2056
ARM,Armenia,2023,3,monthly,2220
ARM,Armenia,2023,4,monthly,1951
ARM,Armenia,2023,5,monthly,1985
ARM,Armenia,2023,6,monthly,1773
ARM,Armenia,2023,7,monthly,1793
ARM,Armenia,2023,8,monthly,2136
ARM,Armenia,2023,9,monthly,1706
ARM,Armenia,2023,10,monthly,2045
ARM,Armenia,2023,11,monthly,2032
ARM,Armenia,2023,12,monthly,2121
ARM,Armenia,2024,1,monthly,2571
ARM,Armenia,2024,2,monthly,2343
ARM,Armenia,2024,3,monthly,2190
ARM,Armenia,2024,4,monthly,2161
ARM,Armenia,2024,5,monthly,2032
ARM,Armenia,2024,6,monthly,1914
ARM,Armenia,2024,7,monthly,1955
ARM,Armenia,2024,8,monthly,2047
ARM,Armenia,2024,9,monthly,1887
ARM,Armenia,2024,10,monthly,2128
ARM,Armenia,2024,11,monthly,2163
ARM,Armenia,2024,12,monthly,2185
ABW,Aruba,2015,1,monthly,51
ABW,Aruba,2015,2,monthly,55
ABW,Aruba,2015,3,monthly,57
ABW,Aruba,2015,4,monthly,63
ABW,Aruba,2015,5,monthly,62
ABW,Aruba,2015,6,monthly,47
ABW,Aruba,2015,7,monthly,42
ABW,Aruba,2015,8,monthly,55
ABW,Aruba,2015,9,monthly,53
ABW,Aruba,2015,10,monthly,48
ABW,Aruba,2015,11,monthly,68
ABW,Aruba,2015,12,monthly,78
ABW,Aruba,2016,1,monthly,64
ABW,Aruba,2016,2,monthly,64
ABW,Aruba,2016,3,monthly,70
ABW,Aruba,2016,4,monthly,71
ABW,Aruba,2016,5,monthly,80
ABW,Aruba,2016,6,monthly,62
ABW,Aruba,2016,7,monthly,63
ABW,Aruba,2016,8,monthly,62
ABW,Aruba,2016,9,monthly,50
ABW,Aruba,2016,10,monthly,64
ABW,Aruba,2016,11,monthly,61
ABW,Aruba,2016,12,monthly,70
ABW,Aruba,2017,1,monthly,66
ABW,Aruba,2017,2,monthly,62
ABW,Aruba,2017,3,monthly,50
ABW,Aruba,2017,4,monthly,58
ABW,Aruba,2017,5,monthly,63
ABW,Aruba,2017,6,monthly,61
ABW,Aruba,2017,7,monthly,58
ABW,Aruba,2017,8,monthly,63
ABW,Aruba,2017,9,monthly,63
ABW,Aruba,2017,10,monthly,56
ABW,Aruba,2017,11,monthly,56
ABW,Aruba,2017,12,monthly,51
ABW,Aruba,2018,1,monthly,70
ABW,Aruba,2018,2,monthly,63
ABW,Aruba,2018,3,monthly,60
ABW,Aruba,2018,4,monthly,66
ABW,Aruba,2018,5,monthly,62
ABW,Aruba,2018,6,monthly,49
ABW,Aruba,2018,7,monthly,65
ABW,Aruba,2018,8,monthly,55
ABW,Aruba,2018,9,monthly,46
ABW,Aruba,2018,10,monthly,57
ABW,Aruba,2018,11,monthly,68
ABW,Aruba,2018,12,monthly,56
ABW,Aruba,2019,1,monthly,49
ABW,Aruba,2019,2,monthly,55
ABW,Aruba,2019,3,monthly,64
ABW,Aruba,2019,4,monthly,50
ABW,Aruba,2019,5,monthly,55
ABW,Aruba,2019,6,monthly,52
ABW,Aruba,2019,7,monthly,56
ABW,Aruba,2019,8,monthly,53
ABW,Aruba,2019,9,monthly,56
ABW,Aruba,2019,10,monthly,63
ABW,Aruba,2019,11,monthly,52
ABW,Aruba,2019,12,monthly,60
ABW,Aruba,2020,1,monthly,69
ABW,Aruba,2020,2,monthly,56
ABW,Aruba,2020,3,monthly,74
ABW,Aruba,2020,4,monthly,60
ABW,Aruba,2020,5,monthly,47
ABW,Aruba,2020,6,monthly,60
ABW,Aruba,2020,7,monthly,47
ABW,Aruba,2020,8,monthly,63
ABW,Aruba,2020,9,monthly,82
ABW,Aruba,2020,10,monthly,71
ABW,Aruba,2020,11,monthly,57
ABW,Aruba,2020,12,monthly,57
ABW,Aruba,2021,1,monthly,68
ABW,Aruba,2021,2,monthly,87
ABW,Aruba,2021,3,monthly,80
ABW,Aruba,2021,4,monthly,95
ABW,Aruba,2021,5,monthly,69
ABW,Aruba,2021,6,monthly,45
