country_name,local_unit_name,year,time,deaths,time_unit
Indonesia,Jakarta Province,2015,8,4434,monthly
Indonesia,Jakarta Province,2020,9,6997,monthly
Indonesia,Jakarta Province,2019,9,5170,monthly
Indonesia,Jakarta Province,2018,9,4464,monthly
Indonesia,Jakarta Province,2017,9,4445,monthly
Indonesia,Jakarta Province,2016,9,4682,monthly
Indonesia,Jakarta Province,2015,9,4548,monthly
Indonesia,Jakarta Province,2020,10,6470,monthly
Indonesia,Jakarta Province,2019,10,5660,monthly
Indonesia,Jakarta Province,2018,10,5509,monthly
Indonesia,Jakarta Province,2017,10,4829,monthly
Indonesia,Jakarta Province,2016,10,4792,monthly
Indonesia,Jakarta Province,2015,10,4956,monthly
Indonesia,Jakarta Province,2020,11,8568,monthly
Indonesia,Jakarta Province,2019,11,4636,monthly
Indonesia,Jakarta Province,2018,11,5058,monthly
Indonesia,Jakarta Province,2017,11,5009,monthly
Indonesia,Jakarta Province,2016,11,4686,monthly
Indonesia,Jakarta Province,2015,11,4644,monthly
Indonesia,Jakarta Province,2020,12,7519,monthly
Indonesia,Jakarta Province,2019,12,5469,monthly
Indonesia,Jakarta Province,2018,12,4253,monthly
Indonesia,Jakarta Province,2017,12,3943,monthly
Indonesia,Jakarta Province,2016,12,4329,monthly
Indonesia,Jakarta Province,2015,12,4573,monthly
Pakistan,Karachi City,2020,1,2849,monthly
Pakistan,Karachi City,2020,2,2278,monthly
Pakistan,Karachi City,2020,3,1978,monthly
Pakistan,Karachi City,2020,5,2250,monthly
Pakistan,Karachi City,2020,6,3594,monthly
Pakistan,Karachi City,2019,6,2375,monthly
Pakistan,Karachi City,2019,10,2013,monthly
Pakistan,Karachi City,2019,11,1807,monthly
Pakistan,Karachi City,2019,12,2302,monthly
